time_hr,wear_pct,vibration_rms_mm_s,temperature_c,current_a,speed_rpm,rul_hr,label
616.0,23.37,0.3536,34.65,5.078,1498.2,384.0,healthy
616.5,23.43,0.3591,33.58,5.098,1499.2,383.5,healthy
617.0,23.49,0.3043,34.42,5.066,1495.9,383.0,healthy
617.5,23.55,0.2707,34.88,5.128,1499.5,382.5,healthy
618.0,23.6,0.3089,34.61,5.075,1495.2,382.0,healthy
618.5,23.66,0.3212,34.76,5.103,1498.0,381.5,healthy
619.0,23.72,0.414,33.12,5.155,1493.9,381.0,healthy
619.5,23.78,0.5145,34.95,5.078,1496.6,380.5,healthy
620.0,23.83,0.5452,33.39,5.153,1491.1,380.0,healthy
620.5,23.89,0.4758,34.29,5.155,1493.5,379.5,healthy
621.0,23.95,0.5146,34.31,5.167,1496.6,379.0,healthy
621.5,24.01,0.3701,34.5,5.122,1493.1,378.5,healthy
622.0,24.06,0.3125,34.4,5.278,1496.5,378.0,healthy
622.5,24.12,0.23,33.47,5.169,1497.4,377.5,healthy
623.0,24.18,0.242,33.08,5.133,1494.6,377.0,healthy
623.5,24.24,0.3017,34.87,5.074,1493.7,376.5,healthy
624.0,24.3,0.4251,34.34,5.113,1494.6,376.0,healthy
624.5,24.36,0.4227,35.13,5.19,1493.6,375.5,healthy
625.0,24.41,0.5004,34.19,5.205,1495.3,375.0,healthy
625.5,24.47,0.4842,33.11,5.194,1495.7,374.5,healthy
626.0,24.53,0.3729,35.03,5.16,1494.9,374.0,healthy
626.5,24.59,0.4466,33.97,5.058,1498.8,373.5,healthy
627.0,24.65,0.4283,34.56,5.146,1494.0,373.0,healthy
627.5,24.71,0.4093,33.78,5.06,1498.2,372.5,healthy
628.0,24.77,0.3937,35.63,5.048,1493.3,372.0,healthy
628.5,24.83,0.2795,33.63,5.135,1495.5,371.5,healthy
629.0,24.89,0.3357,34.08,5.15,1497.7,371.0,healthy
629.5,24.95,0.2735,34.45,5.17,1497.6,370.5,healthy
630.0,25.0,0.4032,33.5,5.15,1494.5,370.0,healthy
630.5,25.06,0.4736,34.66,5.152,1496.4,369.5,healthy
631.0,25.12,0.5584,35.7,5.077,1496.1,369.0,healthy
631.5,25.18,0.5423,34.03,5.122,1494.2,368.5,healthy
632.0,25.24,0.5293,34.76,5.052,1496.5,368.0,healthy
632.5,25.3,0.4593,32.26,5.028,1498.9,367.5,healthy
633.0,25.36,0.3351,34.44,5.166,1496.1,367.0,healthy
633.5,25.42,0.3,34.24,5.092,1496.3,366.5,healthy
634.0,25.48,0.2937,33.85,5.174,1496.5,366.0,healthy
634.5,25.54,0.3294,35.38,5.186,1492.2,365.5,healthy
635.0,25.6,0.4519,34.27,5.1,1496.0,365.0,healthy
635.5,25.67,0.5091,34.41,5.161,1493.0,364.5,healthy
636.0,25.73,0.4753,34.27,5.099,1493.9,364.0,healthy
636.5,25.79,0.4809,33.05,5.041,1499.3,363.5,healthy
637.0,25.85,0.4027,33.69,5.14,1494.5,363.0,healthy
637.5,25.91,0.4757,35.38,5.111,1493.5,362.5,healthy
638.0,25.97,0.4904,32.94,5.113,1497.2,362.0,healthy
638.5,26.03,0.5515,34.04,5.234,1493.0,361.5,healthy
639.0,26.09,0.4659,34.34,5.06,1494.0,361.0,healthy
639.5,26.15,0.3603,36.08,5.156,1497.4,360.5,healthy
640.0,26.21,0.2828,35.31,5.088,1494.9,360.0,healthy
640.5,26.28,0.1934,34.27,5.183,1491.7,359.5,healthy
641.0,26.34,0.2709,35.77,5.154,1495.9,359.0,healthy
641.5,26.4,0.479,34.15,5.158,1494.0,358.5,healthy
642.0,26.46,0.5486,35.57,5.093,1497.8,358.0,healthy
642.5,26.52,0.6018,33.69,5.102,1493.5,357.5,healthy
643.0,26.58,0.5516,35.66,5.188,1496.8,357.0,healthy
643.5,26.65,0.5381,34.49,5.231,1498.2,356.5,healthy
644.0,26.71,0.504,34.01,5.167,1492.9,356.0,healthy
644.5,26.77,0.3603,34.67,5.098,1494.2,355.5,healthy
645.0,26.83,0.3438,35.09,5.161,1495.4,355.0,healthy
645.5,26.9,0.3063,34.49,5.266,1492.9,354.5,healthy
646.0,26.96,0.3526,35.34,5.15,1495.1,354.0,healthy
646.5,27.02,0.381,34.45,5.219,1494.1,353.5,healthy
647.0,27.08,0.4939,35.43,5.11,1494.0,353.0,healthy
647.5,27.15,0.5129,35.3,5.145,1494.6,352.5,healthy
648.0,27.21,0.4067,34.92,5.179,1494.6,352.0,healthy
648.5,27.27,0.4799,34.63,5.169,1494.7,351.5,healthy
649.0,27.34,0.5245,35.12,5.111,1493.2,351.0,healthy
649.5,27.4,0.5472,35.46,5.11,1493.3,350.5,healthy
650.0,27.46,0.5459,36.69,5.2,1494.1,350.0,healthy
650.5,27.53,0.4013,35.81,5.211,1494.2,349.5,healthy
651.0,27.59,0.3603,35.85,5.228,1493.4,349.0,healthy
651.5,27.65,0.2386,37.56,5.243,1494.9,348.5,healthy
652.0,27.72,0.2605,35.52,5.16,1490.6,348.0,healthy
652.5,27.78,0.3439,35.51,5.139,1492.8,347.5,healthy
653.0,27.84,0.5098,35.71,5.223,1493.6,347.0,healthy
653.5,27.91,0.6541,34.35,5.191,1492.4,346.5,healthy
654.0,27.97,0.5577,34.82,5.107,1497.4,346.0,healthy
654.5,28.04,0.5991,34.79,5.106,1494.1,345.5,healthy
655.0,28.1,0.4925,35.73,5.183,1494.4,345.0,healthy
655.5,28.17,0.4323,35.09,5.15,1493.1,344.5,healthy
656.0,28.23,0.3875,35.36,5.158,1494.0,344.0,healthy
656.5,28.29,0.4109,36.14,5.214,1491.6,343.5,healthy
657.0,28.36,0.3738,35.98,5.199,1493.6,343.0,healthy
657.5,28.42,0.4614,35.17,5.228,1492.1,342.5,healthy
658.0,28.49,0.462,34.79,5.066,1493.4,342.0,healthy
658.5,28.55,0.5002,36.25,5.176,1488.8,341.5,healthy
659.0,28.62,0.4277,35.98,5.199,1491.6,341.0,healthy
659.5,28.68,0.5425,34.09,5.088,1496.8,340.5,healthy
660.0,28.75,0.5744,35.14,5.133,1495.5,340.0,healthy
660.5,28.81,0.6259,35.55,5.124,1496.4,339.5,healthy
661.0,28.88,0.6331,36.06,5.168,1496.5,339.0,healthy
661.5,28.95,0.5209,36.18,5.249,1495.1,338.5,healthy
662.0,29.01,0.457,35.7,5.269,1492.8,338.0,healthy
662.5,29.08,0.3227,35.96,5.128,1491.6,337.5,healthy
663.0,29.14,0.1918,35.56,5.196,1495.9,337.0,healthy
663.5,29.21,0.3105,34.99,5.199,1493.7,336.5,healthy
664.0,29.28,0.5063,35.34,5.191,1498.6,336.0,healthy
664.5,29.34,0.642,35.58,5.192,1492.8,335.5,healthy
665.0,29.41,0.6183,35.55,5.188,1497.5,335.0,healthy
665.5,29.47,0.6371,34.09,5.258,1493.2,334.5,healthy
666.0,29.54,0.6333,35.3,5.23,1496.1,334.0,healthy
666.5,29.61,0.5062,35.68,5.122,1496.8,333.5,healthy
667.0,29.67,0.4891,35.43,5.216,1491.3,333.0,healthy
667.5,29.74,0.5402,35.48,5.222,1492.4,332.5,healthy
668.0,29.81,0.4668,36.09,5.193,1491.3,332.0,healthy
668.5,29.87,0.3979,34.85,5.235,1490.8,331.5,healthy
669.0,29.94,0.5125,34.43,5.189,1494.6,331.0,healthy
669.5,30.01,0.4651,35.48,5.19,1492.9,330.5,degrading
670.0,30.08,0.449,36.38,5.187,1493.3,330.0,degrading
670.5,30.14,0.5039,37.14,5.081,1494.3,329.5,degrading
671.0,30.21,0.6297,36.44,5.179,1489.4,329.0,degrading
671.5,30.28,0.6807,34.66,5.15,1495.7,328.5,degrading
672.0,30.35,0.6865,35.67,5.125,1492.4,328.0,degrading
672.5,30.41,0.7428,36.08,5.257,1494.1,327.5,degrading
673.0,30.48,0.5774,36.03,5.211,1494.3,327.0,degrading
673.5,30.55,0.3891,36.34,5.185,1495.7,326.5,degrading
674.0,30.62,0.2503,35.2,5.159,1492.8,326.0,degrading
674.5,30.69,0.2709,36.0,5.203,1488.7,325.5,degrading
675.0,30.75,0.4477,36.31,5.239,1493.0,325.0,degrading
675.5,30.82,0.6154,36.65,5.149,1493.3,324.5,degrading
676.0,30.89,0.6486,35.36,5.191,1490.8,324.0,degrading
676.5,30.96,0.7236,35.75,5.235,1493.1,323.5,degrading
677.0,31.03,0.7329,33.89,5.096,1492.1,323.0,degrading
677.5,31.1,0.5976,35.57,5.191,1490.1,322.5,degrading
678.0,31.17,0.5286,35.67,5.173,1494.1,322.0,degrading
678.5,31.24,0.556,35.29,5.188,1491.6,321.5,degrading
679.0,31.3,0.5449,36.26,5.171,1491.8,321.0,degrading
679.5,31.37,0.4841,36.11,5.204,1491.7,320.5,degrading
680.0,31.44,0.3643,34.36,5.294,1495.1,320.0,degrading
680.5,31.51,0.4616,36.36,5.182,1492.5,319.5,degrading
681.0,31.58,0.4015,35.47,5.214,1492.7,319.0,degrading
681.5,31.65,0.4739,36.62,5.3,1491.6,318.5,degrading
682.0,31.72,0.6001,35.23,5.174,1493.4,318.0,degrading
682.5,31.79,0.7423,36.3,5.293,1495.1,317.5,degrading
683.0,31.86,0.755,36.07,5.203,1493.7,317.0,degrading
683.5,31.93,0.8148,36.56,5.293,1493.7,316.5,degrading
684.0,32.0,0.7263,36.44,5.242,1493.5,316.0,degrading
684.5,32.07,0.569,36.15,5.221,1489.5,315.5,degrading
685.0,32.14,0.3015,35.15,5.203,1490.5,315.0,degrading
685.5,32.21,0.2894,35.22,5.176,1491.8,314.5,degrading
686.0,32.28,0.3868,35.95,5.212,1490.7,314.0,degrading
686.5,32.35,0.5027,36.43,5.254,1490.0,313.5,degrading
687.0,32.42,0.6746,35.98,5.21,1488.4,313.0,degrading
687.5,32.5,0.7463,36.98,5.195,1489.4,312.5,degrading
688.0,32.57,0.7444,36.28,5.2,1491.5,312.0,degrading
688.5,32.64,0.6639,35.75,5.263,1491.9,311.5,degrading
689.0,32.71,0.599,36.32,5.275,1490.4,311.0,degrading
689.5,32.78,0.697,36.75,5.182,1492.1,310.5,degrading
690.0,32.85,0.7016,36.85,5.182,1491.0,310.0,degrading
690.5,32.92,0.5306,38.11,5.236,1494.1,309.5,degrading
691.0,32.99,0.4971,36.1,5.294,1491.5,309.0,degrading
691.5,33.07,0.3721,36.6,5.276,1493.2,308.5,degrading
692.0,33.14,0.3601,37.02,5.157,1492.2,308.0,degrading
692.5,33.21,0.4187,36.68,5.207,1488.9,307.5,degrading
693.0,33.28,0.6144,36.32,5.175,1491.5,307.0,degrading
693.5,33.35,0.7073,35.5,5.209,1489.2,306.5,degrading
694.0,33.43,0.8508,36.36,5.304,1491.4,306.0,degrading
694.5,33.5,0.8373,35.93,5.153,1490.1,305.5,degrading
695.0,33.57,0.7873,35.43,5.144,1492.3,305.0,degrading
695.5,33.64,0.7197,36.19,5.185,1488.8,304.5,degrading
696.0,33.72,0.4688,36.01,5.242,1491.5,304.0,degrading
696.5,33.79,0.369,37.34,5.259,1492.6,303.5,degrading
697.0,33.86,0.2845,37.38,5.251,1493.2,303.0,degrading
697.5,33.93,0.5314,36.2,5.289,1489.8,302.5,degrading
698.0,34.01,0.6535,36.73,5.143,1491.4,302.0,degrading
698.5,34.08,0.7263,35.48,5.292,1491.7,301.5,degrading
699.0,34.15,0.7751,36.59,5.218,1494.3,301.0,degrading
699.5,34.23,0.6744,37.33,5.271,1488.3,300.5,degrading
700.0,34.3,0.6561,37.69,5.169,1489.4,300.0,degrading
700.5,34.37,0.7118,36.48,5.237,1496.7,299.5,degrading
701.0,34.45,0.7622,37.92,5.249,1490.6,299.0,degrading
701.5,34.52,0.7322,35.89,5.296,1487.3,298.5,degrading
702.0,34.59,0.6349,36.12,5.16,1489.9,298.0,degrading
702.5,34.67,0.5106,37.71,5.242,1485.4,297.5,degrading
703.0,34.74,0.3584,38.5,5.187,1491.4,297.0,degrading
703.5,34.82,0.3874,37.59,5.268,1492.5,296.5,degrading
704.0,34.89,0.5086,37.18,5.282,1489.0,296.0,degrading
704.5,34.97,0.7329,35.48,5.309,1489.9,295.5,degrading
705.0,35.04,0.8537,35.64,5.219,1492.6,295.0,degrading
705.5,35.11,1.0023,37.39,5.293,1487.3,294.5,degrading
706.0,35.19,0.8685,37.02,5.316,1488.1,294.0,degrading
706.5,35.26,0.8473,36.44,5.167,1490.2,293.5,degrading
707.0,35.34,0.6724,37.41,5.28,1489.1,293.0,degrading
707.5,35.41,0.4268,37.47,5.299,1490.0,292.5,degrading
708.0,35.49,0.5182,38.16,5.239,1488.0,292.0,degrading
708.5,35.56,0.4425,37.53,5.192,1490.9,291.5,degrading
709.0,35.64,0.5953,38.43,5.301,1490.2,291.0,degrading
709.5,35.72,0.6999,37.48,5.195,1491.5,290.5,degrading
710.0,35.79,0.7545,37.4,5.247,1490.8,290.0,degrading
710.5,35.87,0.7456,38.37,5.255,1490.8,289.5,degrading
711.0,35.94,0.6934,36.76,5.294,1487.4,289.0,degrading
711.5,36.02,0.8114,39.82,5.228,1491.3,288.5,degrading
712.0,36.09,0.8651,37.89,5.226,1489.6,288.0,degrading
712.5,36.17,0.8479,37.92,5.267,1489.9,287.5,degrading
713.0,36.25,0.8312,38.06,5.313,1492.2,287.0,degrading
713.5,36.32,0.6829,39.16,5.378,1488.7,286.5,degrading
714.0,36.4,0.4552,38.32,5.19,1492.8,286.0,degrading
714.5,36.48,0.3192,36.43,5.282,1492.9,285.5,degrading
715.0,36.55,0.3966,38.86,5.213,1491.5,285.0,degrading
715.5,36.63,0.6312,37.49,5.319,1488.0,284.5,degrading
716.0,36.71,0.833,37.87,5.223,1485.5,284.0,degrading
716.5,36.78,0.9302,36.78,5.237,1492.0,283.5,degrading
717.0,36.86,1.012,38.25,5.242,1490.0,283.0,degrading
717.5,36.94,0.9318,37.34,5.269,1488.3,282.5,degrading
718.0,37.01,0.7651,37.96,5.29,1492.1,282.0,degrading
718.5,37.09,0.4706,37.68,5.299,1488.0,281.5,degrading
719.0,37.17,0.533,39.47,5.276,1488.8,281.0,degrading
719.5,37.25,0.5805,39.54,5.211,1490.6,280.5,degrading
720.0,37.32,0.4481,38.02,5.315,1487.3,280.0,degrading
720.5,37.4,0.6464,38.06,5.277,1489.3,279.5,degrading
721.0,37.48,0.6921,37.73,5.339,1491.6,279.0,degrading
721.5,37.56,0.8022,38.94,5.247,1489.8,278.5,degrading
722.0,37.64,0.7142,37.82,5.203,1491.9,278.0,degrading
722.5,37.71,0.7964,37.77,5.283,1491.6,277.5,degrading
723.0,37.79,0.9995,38.91,5.35,1489.3,277.0,degrading
723.5,37.87,1.038,37.73,5.295,1484.6,276.5,degrading
724.0,37.95,0.9518,38.15,5.278,1487.0,276.0,degrading
724.5,38.03,0.815,36.94,5.246,1490.7,275.5,degrading
725.0,38.11,0.609,38.8,5.378,1486.0,275.0,degrading
725.5,38.19,0.3576,39.81,5.24,1488.4,274.5,degrading
726.0,38.27,0.2605,38.86,5.257,1489.7,274.0,degrading
726.5,38.34,0.5495,39.48,5.323,1491.9,273.5,degrading
727.0,38.42,0.8575,37.66,5.202,1487.8,273.0,degrading
727.5,38.5,0.9856,38.55,5.36,1487.6,272.5,degrading
728.0,38.58,1.1362,37.63,5.329,1488.7,272.0,degrading
728.5,38.66,1.0437,38.23,5.344,1489.5,271.5,degrading
729.0,38.74,0.9707,39.06,5.328,1488.4,271.0,degrading
729.5,38.82,0.7264,38.55,5.293,1490.8,270.5,degrading
730.0,38.9,0.7192,37.36,5.25,1487.1,270.0,degrading
730.5,38.98,0.6707,37.47,5.297,1488.8,269.5,degrading
731.0,39.06,0.6029,37.44,5.256,1489.4,269.0,degrading
731.5,39.14,0.5555,38.96,5.331,1487.7,268.5,degrading
732.0,39.22,0.7039,40.25,5.348,1490.1,268.0,degrading
732.5,39.3,0.7353,39.71,5.383,1488.7,267.5,degrading
733.0,39.38,0.687,37.13,5.329,1489.9,267.0,degrading
733.5,39.46,0.7276,39.81,5.358,1488.7,266.5,degrading
734.0,39.54,0.9261,39.45,5.298,1489.0,266.0,degrading
734.5,39.63,1.0357,37.49,5.29,1487.0,265.5,degrading
735.0,39.71,1.1097,38.51,5.339,1486.9,265.0,degrading
735.5,39.79,1.0475,39.66,5.297,1490.6,264.5,degrading
736.0,39.87,0.8173,39.25,5.331,1489.3,264.0,degrading
736.5,39.95,0.4717,37.79,5.266,1486.0,263.5,degrading
737.0,40.03,0.2067,39.35,5.276,1488.3,263.0,degrading
737.5,40.11,0.4185,37.18,5.354,1483.2,262.5,degrading
738.0,40.19,0.7889,38.74,5.367,1486.7,262.0,degrading
738.5,40.28,0.9151,39.86,5.275,1489.8,261.5,degrading
739.0,40.36,1.083,38.99,5.359,1487.5,261.0,degrading
739.5,40.44,1.1717,38.6,5.3,1488.0,260.5,degrading
740.0,40.52,1.052,39.74,5.329,1481.7,260.0,degrading
740.5,40.6,0.8819,39.84,5.401,1486.8,259.5,degrading
741.0,40.69,0.8047,40.13,5.371,1488.3,259.0,degrading
741.5,40.77,0.8507,39.81,5.372,1488.5,258.5,degrading
742.0,40.85,0.8274,40.0,5.429,1489.4,258.0,degrading
742.5,40.93,0.6574,39.75,5.3,1487.0,257.5,degrading
743.0,41.02,0.6091,39.41,5.287,1487.1,257.0,degrading
743.5,41.1,0.6338,39.29,5.302,1484.7,256.5,degrading
744.0,41.18,0.7085,39.06,5.326,1486.9,256.0,degrading
744.5,41.27,0.7095,38.31,5.223,1484.7,255.5,degrading
745.0,41.35,0.9497,38.54,5.332,1483.5,255.0,degrading
745.5,41.43,1.1528,39.11,5.316,1485.0,254.5,degrading
746.0,41.52,1.2129,39.56,5.384,1490.1,254.0,degrading
746.5,41.6,1.1556,40.54,5.364,1486.5,253.5,degrading
747.0,41.68,1.0128,39.39,5.317,1487.4,253.0,degrading
747.5,41.77,0.7233,40.25,5.378,1485.9,252.5,degrading
748.0,41.85,0.4289,40.34,5.386,1483.3,252.0,degrading
748.5,41.93,0.2672,39.32,5.313,1488.7,251.5,degrading
749.0,42.02,0.6165,40.01,5.328,1482.4,251.0,degrading
749.5,42.1,0.8488,39.37,5.243,1485.6,250.5,degrading
750.0,42.19,1.0636,40.65,5.301,1486.5,250.0,degrading
750.5,42.27,1.1458,40.13,5.32,1487.1,249.5,degrading
751.0,42.36,1.1723,38.7,5.363,1485.1,249.0,degrading
751.5,42.44,1.007,39.81,5.313,1482.8,248.5,degrading
752.0,42.53,0.886,41.02,5.336,1484.8,248.0,degrading
752.5,42.61,0.9965,39.59,5.302,1484.9,247.5,degrading
753.0,42.7,0.9222,40.12,5.373,1484.8,247.0,degrading
753.5,42.78,0.8879,40.23,5.387,1488.2,246.5,degrading
754.0,42.87,0.7521,38.99,5.388,1483.8,246.0,degrading
754.5,42.95,0.5862,40.26,5.37,1486.8,245.5,degrading
755.0,43.04,0.6374,38.77,5.293,1486.4,245.0,degrading
755.5,43.12,0.648,39.41,5.341,1488.0,244.5,degrading
756.0,43.21,0.946,40.8,5.353,1485.7,244.0,degrading
756.5,43.29,1.1165,40.26,5.355,1487.5,243.5,degrading
757.0,43.38,1.2749,39.76,5.38,1485.5,243.0,degrading
757.5,43.47,1.3495,40.39,5.449,1486.7,242.5,degrading
758.0,43.55,1.2035,40.01,5.42,1482.8,242.0,degrading
758.5,43.64,1.0231,40.1,5.331,1480.4,241.5,degrading
759.0,43.72,0.6402,40.64,5.416,1486.4,241.0,degrading
759.5,43.81,0.3938,39.57,5.416,1486.5,240.5,degrading
760.0,43.9,0.3838,40.21,5.345,1486.5,240.0,degrading
760.5,43.98,0.6809,39.96,5.429,1484.4,239.5,degrading
761.0,44.07,1.013,38.97,5.38,1488.4,239.0,degrading
761.5,44.16,1.1599,39.53,5.319,1484.5,238.5,degrading
762.0,44.25,1.1775,41.56,5.414,1486.2,238.0,degrading
762.5,44.33,1.1339,40.64,5.404,1486.4,237.5,degrading
763.0,44.42,0.9876,39.3,5.383,1488.6,237.0,degrading
763.5,44.51,1.0974,39.16,5.394,1484.5,236.5,degrading
764.0,44.59,1.0973,40.33,5.362,1483.8,236.0,degrading
764.5,44.68,1.1251,41.7,5.43,1482.0,235.5,degrading
765.0,44.77,0.9486,40.34,5.399,1488.1,235.0,degrading
765.5,44.86,0.6575,41.56,5.411,1485.8,234.5,degrading
766.0,44.95,0.5656,40.83,5.422,1485.8,234.0,degrading
766.5,45.03,0.5233,40.95,5.348,1491.0,233.5,degrading
767.0,45.12,0.8755,39.54,5.362,1485.4,233.0,degrading
767.5,45.21,1.1196,41.39,5.298,1482.1,232.5,degrading
768.0,45.3,1.3987,40.4,5.439,1484.2,232.0,degrading
768.5,45.39,1.4171,41.39,5.351,1482.6,231.5,degrading
769.0,45.48,1.382,40.08,5.42,1483.7,231.0,degrading
769.5,45.56,1.2554,40.91,5.434,1483.6,230.5,degrading
770.0,45.65,0.8863,41.08,5.447,1483.2,230.0,degrading
770.5,45.74,0.6393,40.7,5.358,1481.5,229.5,degrading
771.0,45.83,0.6099,41.18,5.417,1487.4,229.0,degrading
771.5,45.92,0.594,40.68,5.505,1484.8,228.5,degrading
772.0,46.01,0.9516,40.4,5.509,1483.7,228.0,degrading
772.5,46.1,1.1111,42.24,5.474,1485.6,227.5,degrading
773.0,46.19,1.1501,41.83,5.444,1484.9,227.0,degrading
773.5,46.28,1.1444,40.41,5.378,1484.5,226.5,degrading
774.0,46.37,1.0484,41.51,5.466,1485.2,226.0,degrading
774.5,46.46,1.2023,40.49,5.424,1484.1,225.5,degrading
775.0,46.55,1.2714,40.17,5.461,1485.1,225.0,degrading
775.5,46.64,1.2999,41.97,5.403,1485.2,224.5,degrading
776.0,46.73,1.169,39.82,5.428,1483.9,224.0,degrading
776.5,46.82,0.9075,41.95,5.447,1483.1,223.5,degrading
777.0,46.91,0.5015,41.04,5.452,1486.6,223.0,degrading
777.5,47.0,0.4273,41.11,5.466,1482.5,222.5,degrading
778.0,47.09,0.6306,41.64,5.415,1484.2,222.0,degrading
778.5,47.18,1.0848,41.81,5.378,1484.1,221.5,degrading
779.0,47.27,1.3981,40.71,5.528,1482.0,221.0,degrading
779.5,47.36,1.5444,41.98,5.573,1481.6,220.5,degrading
780.0,47.46,1.5531,41.53,5.473,1482.4,220.0,degrading
780.5,47.55,1.4258,40.47,5.386,1482.1,219.5,degrading
781.0,47.64,1.1158,41.37,5.415,1480.1,219.0,degrading
781.5,47.73,0.7427,42.65,5.481,1481.6,218.5,degrading
782.0,47.82,0.7708,42.92,5.524,1483.4,218.0,degrading
782.5,47.91,0.7291,42.18,5.398,1485.3,217.5,degrading
783.0,48.0,0.7185,40.69,5.455,1483.8,217.0,degrading
783.5,48.1,1.0248,42.07,5.472,1477.5,216.5,degrading
784.0,48.19,1.1884,42.39,5.508,1483.9,216.0,degrading
784.5,48.28,1.1418,42.32,5.449,1481.4,215.5,degrading
785.0,48.37,1.1034,42.4,5.39,1483.4,215.0,degrading
785.5,48.47,1.2252,42.1,5.501,1482.4,214.5,degrading
786.0,48.56,1.4525,41.79,5.528,1481.9,214.0,degrading
786.5,48.65,1.5196,41.39,5.469,1482.0,213.5,degrading
787.0,48.74,1.399,40.39,5.495,1482.1,213.0,degrading
787.5,48.84,1.171,42.22,5.453,1484.8,212.5,degrading
788.0,48.93,0.8402,42.13,5.437,1482.0,212.0,degrading
788.5,49.02,0.4054,42.46,5.532,1484.1,211.5,degrading
789.0,49.12,0.3633,40.98,5.502,1483.8,211.0,degrading
789.5,49.21,0.9216,42.6,5.509,1483.2,210.5,degrading
790.0,49.3,1.3452,43.76,5.561,1478.2,210.0,degrading
790.5,49.4,1.5705,42.21,5.435,1483.9,209.5,degrading
791.0,49.49,1.6929,42.14,5.462,1480.7,209.0,degrading
791.5,49.59,1.5835,42.47,5.5,1483.0,208.5,degrading
792.0,49.68,1.3707,43.88,5.465,1479.5,208.0,degrading
792.5,49.77,0.972,41.47,5.535,1479.0,207.5,degrading
793.0,49.87,0.9279,42.49,5.488,1485.3,207.0,degrading
793.5,49.96,1.0132,41.72,5.45,1479.4,206.5,degrading
794.0,50.06,0.8364,41.96,5.504,1483.5,206.0,degrading
794.5,50.15,0.8575,42.39,5.512,1481.4,205.5,degrading
795.0,50.25,1.0347,43.54,5.552,1480.2,205.0,degrading
795.5,50.34,1.1155,43.94,5.526,1480.9,204.5,degrading
796.0,50.44,1.1198,42.9,5.532,1478.3,204.0,degrading
796.5,50.53,1.1917,42.27,5.527,1480.8,203.5,degrading
797.0,50.63,1.5291,44.6,5.503,1478.6,203.0,degrading
797.5,50.72,1.6993,42.3,5.479,1479.9,202.5,degrading
798.0,50.82,1.6949,42.22,5.531,1482.5,202.0,degrading
798.5,50.91,1.5131,41.29,5.502,1481.1,201.5,degrading
799.0,51.01,1.2095,43.87,5.605,1477.5,201.0,degrading
799.5,51.1,0.6595,43.56,5.589,1482.1,200.5,degrading
800.0,51.2,0.1484,44.76,5.556,1480.3,200.0,degrading
800.5,51.3,0.7296,41.75,5.545,1479.2,199.5,degrading
801.0,51.39,1.2154,44.06,5.524,1481.7,199.0,degrading
801.5,51.49,1.4942,42.99,5.467,1479.8,198.5,degrading
802.0,51.58,1.7226,43.61,5.521,1477.7,198.0,degrading
802.5,51.68,1.7852,41.69,5.539,1483.7,197.5,degrading
803.0,51.78,1.596,44.21,5.548,1479.9,197.0,degrading
803.5,51.87,1.2768,43.71,5.562,1479.7,196.5,degrading
804.0,51.97,1.1788,43.08,5.586,1478.9,196.0,degrading
804.5,52.07,1.2167,43.67,5.508,1482.0,195.5,degrading
805.0,52.17,1.1571,42.57,5.51,1478.5,195.0,degrading
805.5,52.26,0.9257,42.76,5.619,1476.4,194.5,degrading
806.0,52.36,0.9321,42.89,5.587,1478.1,194.0,degrading
806.5,52.46,1.0728,41.82,5.531,1482.0,193.5,degrading
807.0,52.56,1.0717,44.02,5.547,1480.9,193.0,degrading
807.5,52.65,1.1402,44.33,5.549,1478.7,192.5,degrading
808.0,52.75,1.6178,42.85,5.558,1481.9,192.0,degrading
808.5,52.85,1.7491,43.73,5.582,1480.5,191.5,degrading
809.0,52.95,1.9067,43.27,5.687,1478.4,191.0,degrading
809.5,53.05,1.7705,43.78,5.572,1478.6,190.5,degrading
810.0,53.14,1.5145,43.06,5.598,1479.5,190.0,degrading
810.5,53.24,1.0425,42.89,5.483,1477.1,189.5,degrading
811.0,53.34,0.5028,44.48,5.545,1478.7,189.0,degrading
811.5,53.44,0.4521,43.62,5.633,1479.2,188.5,degrading
812.0,53.54,0.981,45.33,5.593,1475.1,188.0,degrading
812.5,53.64,1.4612,43.79,5.356,1478.0,187.5,degrading
813.0,53.74,1.6507,43.05,5.611,1477.7,187.0,degrading
813.5,53.84,1.8752,44.81,5.676,1480.3,186.5,degrading
814.0,53.94,1.7556,44.37,5.482,1474.5,186.0,degrading
814.5,54.03,1.527,44.48,5.66,1477.3,185.5,degrading
815.0,54.13,1.3064,44.89,5.448,1477.1,185.0,degrading
815.5,54.23,1.4366,43.46,5.635,1479.9,184.5,degrading
816.0,54.33,1.4467,43.92,5.59,1477.8,184.0,degrading
816.5,54.43,1.2637,43.92,5.475,1481.4,183.5,degrading
817.0,54.53,0.9372,43.06,5.617,1479.0,183.0,degrading
817.5,54.63,0.9602,43.92,5.655,1476.8,182.5,degrading
818.0,54.73,0.9472,45.24,5.617,1478.0,182.0,degrading
818.5,54.83,1.007,44.4,5.631,1476.7,181.5,degrading
819.0,54.94,1.4672,43.17,5.583,1479.1,181.0,degrading
819.5,55.04,1.8477,43.05,5.513,1474.6,180.5,degrading
820.0,55.14,2.0158,45.66,5.643,1475.6,180.0,degrading
820.5,55.24,2.0676,44.3,5.698,1478.0,179.5,degrading
821.0,55.34,1.7546,43.89,5.669,1479.5,179.0,degrading
